image,image_level_affordance,object,pixel_level_affordance
./part-affordance-dataset/tools/spoon_10/spoon_10_00000293_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000293_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000293_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000293_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000276_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000276_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000276_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000276_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000266_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000266_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000266_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000266_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000110_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000110_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000110_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000110_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000100_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000100_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000100_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000100_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000078_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000078_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000078_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000078_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000172_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000172_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000172_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000172_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000162_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000162_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000162_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000162_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000204_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000204_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000204_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000204_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000057_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000057_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000057_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000057_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000047_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000047_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000047_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000047_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000249_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000249_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000249_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000249_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000259_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000259_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000259_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000259_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000321_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000321_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000321_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000321_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000196_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000196_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000196_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000196_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000186_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000186_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000186_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000186_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000282_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000282_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000282_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000282_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000035_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000035_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000035_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000035_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000025_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000025_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000025_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000025_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000013_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000013_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000013_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000013_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000317_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000317_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000317_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000317_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000307_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000307_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000307_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000307_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000109_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000109_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000109_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000109_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000071_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000071_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000071_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000071_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000061_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000061_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000061_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000061_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000095_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000095_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000095_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000095_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000085_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000085_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000085_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000085_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000232_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000232_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000232_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000232_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000154_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000154_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000154_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000154_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000144_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000144_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000144_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000144_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000136_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000136_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000136_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000136_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000126_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000126_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000126_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000126_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000328_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000328_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000328_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000328_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000240_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000240_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000240_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000240_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000080_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000080_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000080_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000080_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000090_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000090_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000090_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000090_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000039_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000039_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000039_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000039_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000151_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000151_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000151_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000151_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000029_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000029_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000029_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000029_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000227_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000227_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000227_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000227_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000245_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000245_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000245_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000245_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000255_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000255_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000255_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000255_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000123_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000123_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000123_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000123_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000133_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000133_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000133_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000133_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000208_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000208_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000208_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000208_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000006_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000006_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000006_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000006_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000016_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000016_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000016_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000016_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000064_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000064_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000064_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000064_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000302_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000302_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000302_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000302_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000312_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000312_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000312_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000312_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000324_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000324_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000324_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000324_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000042_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000042_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000042_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000042_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000183_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000183_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000183_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000183_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000193_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000193_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000193_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000193_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000287_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000287_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000287_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000287_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000297_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000297_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000297_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000297_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000089_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000089_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000089_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000089_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000158_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000158_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000158_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000158_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000020_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000020_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000020_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000020_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000148_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000148_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000148_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000148_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000105_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000105_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000105_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000105_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000115_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000115_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000115_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000115_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000263_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000263_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000263_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000263_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000273_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000273_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000273_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000273_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000211_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000211_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000211_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000211_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000167_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000167_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000167_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000167_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000177_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000177_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000177_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000177_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000192_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000192_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000192_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000192_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000325_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000325_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000325_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000325_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000053_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000053_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000053_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000053_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000043_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000043_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000043_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000043_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000031_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000031_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000031_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000031_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000021_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000021_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000021_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000021_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000159_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000159_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000159_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000159_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000296_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000296_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000296_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000296_label.mat
./part-affordance-dataset/tools/spoon_10/spoon_10_00000286_rgb.jpg,./part-affordance-dataset/tools/spoon_10/spoon_10_00000286_aff.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000286_obj.npy,./part-affordance-dataset/tools/spoon_10/spoon_10_00000286_label.mat
