image,image_level_affordance,object,pixel_level_affordance
./part-affordance-dataset/tools/hammer_01/hammer_01_00000110_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000110_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000110_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000110_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000068_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000068_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000068_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000068_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000100_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000100_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000100_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000100_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000172_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000172_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000172_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000172_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000162_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000162_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000162_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000162_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000214_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000214_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000214_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000214_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000204_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000204_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000204_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000204_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000186_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000186_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000186_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000186_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000057_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000057_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000057_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000057_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000047_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000047_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000047_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000047_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000249_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000249_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000249_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000249_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000035_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000035_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000035_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000035_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000025_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000025_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000025_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000025_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000013_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000013_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000013_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000013_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000003_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000003_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000003_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000003_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000071_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000071_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000071_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000071_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000119_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000119_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000119_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000119_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000061_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000061_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000061_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000061_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000232_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000232_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000232_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000232_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000154_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000154_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000154_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000154_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000144_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000144_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000144_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000144_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000095_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000095_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000095_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000095_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000085_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000085_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000085_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000085_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000126_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000126_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000126_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000126_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000250_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000250_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000250_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000250_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000240_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000240_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000240_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000240_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000002_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000002_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000002_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000002_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000060_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000060_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000060_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000060_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000118_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000118_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000118_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000118_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000070_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000070_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000070_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000070_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000108_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000108_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000108_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000108_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000094_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000094_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000094_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000094_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000223_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000223_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000223_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000223_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000233_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000233_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000233_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000233_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000145_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000145_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000145_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000145_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000127_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000127_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000127_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000127_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000137_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000137_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000137_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000137_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000241_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000241_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000241_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000241_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000251_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000251_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000251_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000251_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000079_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000079_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000079_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000079_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000101_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000101_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000101_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000101_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000069_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000069_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000069_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000069_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000111_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000111_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000111_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000111_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000173_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000173_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000173_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000173_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000205_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000205_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000205_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000205_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000215_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000215_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000215_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000215_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000046_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000046_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000046_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000046_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000258_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000258_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000258_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000258_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000248_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000248_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000248_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000248_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000187_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000187_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000187_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000187_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000197_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000197_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000197_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000197_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000034_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000034_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000034_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000034_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000053_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000053_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000053_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000053_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000043_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000043_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000043_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000043_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000192_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000192_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000192_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000192_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000088_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000088_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000088_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000088_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000098_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000098_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000098_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000098_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000031_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000031_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000031_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000031_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000149_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000149_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000149_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000149_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000159_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000159_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000159_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000159_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000114_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000114_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000114_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000114_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000104_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000104_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000104_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000104_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000272_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000272_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000272_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000272_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000210_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000210_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000210_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000210_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000200_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000200_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000200_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000200_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000176_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000176_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000176_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000176_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000166_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000166_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000166_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000166_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000081_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000081_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000081_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000081_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000028_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000028_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000028_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000028_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000150_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000150_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000150_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000150_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000038_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000038_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000038_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000038_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000236_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000236_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000236_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000236_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000226_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000226_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000226_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000226_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000254_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000254_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000254_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000254_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000244_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000244_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000244_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000244_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000122_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000122_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000122_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000122_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000209_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000209_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000209_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000209_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000219_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000219_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000219_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000219_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000017_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000017_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000017_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000017_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000075_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000075_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000075_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000075_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000065_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000065_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000065_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000065_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000141_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000141_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000141_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000141_label.mat
./part-affordance-dataset/tools/hammer_01/hammer_01_00000039_rgb.jpg,./part-affordance-dataset/tools/hammer_01/hammer_01_00000039_aff.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000039_obj.npy,./part-affordance-dataset/tools/hammer_01/hammer_01_00000039_label.mat
